OSHPD_ID,FAC_NO,FAC_NAME,FAC_STR_ADDR,FAC_CITY,FAC_ZIP,FAC_OPERATED_THIS_YR,FAC_OP_PER_BEGIN_DT,FAC_OP_PER_END_DT,FAC_PAR_CORP_NAME,LICENSE_NO,LICENSE_EFF_DATE,LICENSE_EXP_DATE,LICENSE_STATUS,FACILITY_LEVEL,TRAUMA_CTR,TEACH_HOSP,TEACH_RURAL,LONGITUDE,LATITUDE,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LA_COUNTY_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LIC_CAT,LICEE_TOC,PRIN_SERVICE_TYPE,MED_SURG_LIC_BEDS,PERINATAL_LIC_BEDS,ped_LIC_BEDS,IC_LIC_BEDS,CORONARY_CARE_LIC_BEDS,resp_CARE_LIC_BEDS,BURN_LIC_BEDS,IC_NEWBORN_LIC_BEDS,REHAB_CTR_LIC_BEDS,GAC_SUBTOT_LIC_BEDS,chemdep_RECOVERY_LIC_BEDS,psych_LIC_BEDS,SN_LIC_BEDS,interc_LIC_BEDS,ic_DEV_DIS_LIC_BEDS,TOT_LIC_BEDS,GAC_CDRS_LIC_BEDS,ACUTE_PSYCH_LIC_BEDS,NEWBORN_NURSERY_BASSINETS,GEN_ACUTE_CARE_SN_SWING_BEDS,psych_PATS_LOCKED_ON_1231,psych_PATS_OPEN_ON_1231,psych_PATS_TOT_BY_UNIT_ON_1231,psych_PATS_0_TO_17_ON_1231,psych_PATS_18_TO_64_ON_1231,psych_PATS_65_AND_UP_ON_1231,psych_PATS_TOT_BY_AGE_ON_1231,psych_PATS_MED_TRAD_ON_1231,psych_PATS_MED_mc_ON_1231,psych_PATS_MED_CAL_TRAD_ON_1231,psych_PATS_MED_CAL_mc_ON_1231,psych_PATS_COUNTY_INDIGENT_PROG,psych_PATS_3RD_PARTIES_TRAD,psych_PATS_3RD_PARTIES_mc,psych_PATS_SHORT_DOYLE,psych_PATS_OTHER_INDIGENT,psych_PATS_OTHER_PAYERS,psych_PATS_TOT_BY_PAYOR,SHORT_DOYLE_svcs_OFFERED,INPATIENT_HOSPICE_PROG_OFFERED,BED_CLASS_GEN_ACUTE_CARE_SERVICE,BED_CLASS_SN_HOSPICE_SERVICE,BED_CLASS_IC_HOSPICE_SERVICE,ip_pal_CARE_PROG_OFFERED,op_pal_CARE_SERV_OFFERED,MED_SURG_LIC_BED_DAYS,PERINATAL_LIC_BED_DAYS,ped_LIC_BED_DAYS,IC_LIC_BED_DAYS,CORONARY_CARE_LIC_BED_DAYS,resp_CARE_LIC_BED_DAYS,BURN_LIC_BED_DAYS,IC_NEWBORN_LIC_BED_DAYS,REHAB_CTR_LIC_BED_DAYS,GAC_SUBTOT_LIC_BED_DAYS,chemdep_RECOVERY_LIC_BED_DAYS,psych_LIC_BED_DAYS,SN_LIC_BED_DAYS,interc_LIC_BED_DAYS,ic_DEV_DIS_LIC_BED_DAYS,TOT_LIC_BED_DAYS,MED_SURG_DISCHARGES,PERINATAL_DISCHARGES,ped_DISCHARGES,IC_DISCHARGES,CORONARY_CARE_DISCHARGES,resp_CARE_DISCHARGES,BURN_DISCHARGES,IC_NEWBORN_DISCHARGES,REHAB_CTR_DISCHARGES,GAC_SUBTOT_DISCHARGES,chemdep_RECOVERY_DISCHARGES,psych_DISCHARGES,SN_DISCHARGES,interc_DISCHARGES,ic_DEV_DIS_DISCHARGES,TOT_DISCHARGES,GAC_CDRS_DISCHARGES,ACUTE_PSYCH_DISCHARGES,NEWBORN_NURSERY_INFANTS,IC_INTRA_TRANSFERS,CORONARY_CARE_INTRA_TRANSFERS,resp_CARE_INTRA_TRANSFERS,BURN_INTRA_TRANSFERS,IC_NEWBORN_INTRA_TRANSFERS,SN_INTRA_TRANSFERS,MED_SURG_CEN_DAYS,PERINATAL_CEN_DAYS,ped_CEN_DAYS,IC_CEN_DAYS,CORONARY_CARE_CEN_DAYS,resp_CARE_CEN_DAYS,BURN_CEN_DAYS,IC_NEWBORN_CEN_DAYS,REHAB_CTR_CEN_DAYS,GAC_SUBTOT_CEN_DAYS,chemdep_RECOV_CEN_DAYS,psych_CEN_DAYS,SN_CEN_DAYS,interc_CEN_DAYS,ic_DEV_DIS_CEN_DAYS,TOT_CEN_DAYS,GAC_CDRS_CEN_DAYS,ACUTE_PSYCH_CEN_DAYS,NEWBORN_NURSERY_CEN_DAYS,MED_SURG_ALOS_CY,PERINATAL_ALOS_CY,ped_ALOS_CY,IC_ALOS_CY,CORONARY_CARE_ALOS_CY,resp_CARE_ALOS_CY,BURN_ALOS_CY,IC_NEWBORN_ALOS_CY,REHAB_CTR_ALOS_CY,GAC_SUBTOT_ALOS_CY,chemdep_RECOV_ALOS_CY,psych_ALOS_CY,SN_ALOS_CY,interc_ALOS_CY,ic_DEV_DIS_ALOS_CY,TOT_ALOS_CY,GAC_CDRS_ALOS_CY,ACUTE_PSYCH_CDRS_ALOS_CY,MED_SURG_ALOS_PY,PERINATAL_ALOS_PY,ped_ALOS_PY,IC_ALOS_PY,CORONARY_CARE_ALOS_PY,resp_CARE_ALOS_PY,BURN_ALOS_PY,IC_NEWBORN_ALOS_PY,REHAB_CTR_ALOS_PY,GAC_SUBTOT_ALOS_PY,chemdep_RECOV_ALOS_PY,psych_ALOS_PY,SN_ALOS_PY,interc_ALOS_PY,ic_DEV_DIS_ALOS_PY,TOT_ALOS_PY,GAC_CDRS_ALOS_PY,ACUTE_PSYCH_CDRS_ALOS_PY,EMSA_TRAUMA_DESIGNATION,LIC_ED_LEV_BEGIN,EMS_VISITS_NON_URGENT_TOT,EMS_VISITS_URGENT_TOT,EMS_VISITS_MODERATE_TOT,EMS_VISITS_SEVERE_TOT,EMS_VISITS_CRITICAL_TOT,EMS_visits_tot,ed_STATIONS_ON_1231,NON_EMER_VISITS_IN_ed,lwobs,ed_AMBULANCE_div_HOURS,ed_HR_div_JAN,ed_HR_div_FEB,ed_HR_div_MAR,ed_HR_div_APR,ed_HR_div_MAY,ed_HR_div_JUN,ed_HR_div_JUL,ed_HR_div_AUG,ed_HR_div_SEP,ed_HR_div_OCT,ed_HR_div_NOV,ed_HR_div_DEC,ed_HR_div_TOT,EMSA_TRAUMA_DESIGNATION_ped,LIC_ED_LEV_END,EMS_VISITS_NON_URGENT_ADMITTED,EMS_VISITS_URGENT_ADMITTED,EMS_VISITS_MODERATE_ADMITTED,EMS_VISITS_SEVERE_ADMITTED,EMS_VISITS_CRITICAL_ADMITTED,ADMITTED_FROM_ed_TOT,ER_TRAFFIC_TOT,INPATIENT_SURG_OPER,OUTPATIENT_SURG_OPER,INPAT_OPER_RM,OUTPAT_OPER_RM,INPAT_OUTPAT_OPER_RM,OPER_RM_TOT,OFFER_AMBULATORY_SURG_PROG,LIVE_BIRTHS_TOT,LIVE_BIRTHS_LT_2500GM,LIVE_BIRTHS_LT_1500GM,OFFER_ALTERNATE_BIRTH_PROG,LIVE_BIRTHS_IN_alt_SETTING,LIVE_BIRTHS_C_SECTION,LIC_CARDIOLOGY_cardio_SURG_svcs,cardio_OPER_RM,cardio_SURG_OPER_ped_BYPASS_USED,CARDIO_SURG_OPER_ADLT_BYPASSUSED,cardio_SURG_OPER_BYPASS_USED_TOT,cabg_SURG,card_cath_LAB_RM,CARD_CATH_PED_IP_DIAG_VST,CARD_CATH_PED_OP_DIAG_VST,card_cath_ADLT_IP_DIAG_VISITS,card_cath_ADLT_oP_DIAG_VISITS,card_cath_DIAG_VISITS_TOT,DIAG_card_CATH_PROC,MYOCARDIAL_BIOPSY,PERM_PACEMAKER_IMPLANT,OTH_PERM_PACEMAKER_PROC,IMPLANABLE_CARDIO_DEFIB_implant,OTH_PROCEDURES,PCI_WITH_STENT,PCI_WO_STENT,ATHERECTOMY,THROMBOLYTIC_AGENTS,PTBV,DIAG_ELECTROPHYSIOLOGY_EP,cath_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTION,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_ins,cath_BASED_vent_ASSIST_dev_ins,ALL_OTHER_cath_PROC,cath_PROC_TOT,INPATIENT_SURG_OPER_RM_MINS,OUTPATIENT_SURG_OPER_RM_MINS,cardio_SURG_OPER_ped_NOBYPASS,cardio_SURG_OPER_ADULT_NOBYPASS,cardio_SURG_OPER_NOBYPASS_TOT,CARD_CATH_PED_IP_THER_VST,CARD_CATH_PED_OP_THER_VST,card_cath_ADULT_IP_THER_VIS,card_cath_ADULT_OUTPAT_THER_VIS,card_cath_THER_VIS_TOT,INPATIENT_AVG_PER_SURGERY,OUTPATIENT_AVG_PER_SURGERY,FAC_ACQUIRE_EQUIP_OVER_500K,resp_stat,MSSA_DESIGNATION,MSSA_NAME,Include_State_hospital,ALTERNATE_SETTING_LDRP1,ALTERNATE_SETTING_LDR1,ED_AMBULANCE_DIV_HOURS1,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Comp,EMS_Standby,EMS_GAC_None,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,EMSA_EITHER,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_TOT,CRIT_TOT,UNK_ACUITY_NOT_ADM,UNK_ACUITY_ADM,UNKNOWN_SEV
106010987,106010987,WASHINGTON HOSPITAL - FREMONT,2000 MOWRY AVENUE,FREMONT,94538,Yes,1/1/2020,12/31/2020,-,140000116,12/1/2020,11/30/2021,Open,Parent Facility,-,No,No,-121.98006,37.55847,District 20,District 10,District 17,6001441924,2l,-,05 - East Bay,Alameda,General Acute Care Hospital,District,General Medical / Surgical,302,22,17,48,0,0,0,14,0,403,0,0,0,12,0,415,0,0,22,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,X,-,-,Yes,Yes,110532,8052,6222,17568,0,0,0,5124,0,147498,0,0,0,4392,0,151890,8763,1342,133,430,-,-,-,116,-,10784,-,-,-,332,-,11116,-,-,1342,1165,-,-,-,135,-,39495,2793,213,7049,-,-,-,1158,-,50708,-,-,-,4228,-,54936,-,-,2793,4.5,2.1,1.6,4.4,-,-,-,4.6,-,4.7,-,-,-,12.7,-,4.9,-,-,4.6,2.3,1.6,4.7,3.4,0,0,6.1,0,4.8,0,0,0,0,0,4.8,0,0,-,Basic,8660,2762,11334,12296,5973,41025,39,0,574,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basic,6,1,34,90,5291,5422,46447,2072,2005,1,-,6,7,-,1452,89,6,-,1000,452,Cardiovascular Surgery Services,1,-,103,103,84,3,-,-,676,545,1221,769,-,94,18,26,12,317,39,3,1,-,-,-,368,680,-,12,-,1526,3865,319007,201079,-,-,-,-,-,-,-,-,154,100.3,Yes,Respondent,Urban,Fremont East/Niles/Union City Central,No,-,-,-,300 - 499,District,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46447,8666,2763,11368,12386,11264,0,0,0
106013619,106013619,SAN LEANDRO HOSPITAL,13855 EAST 14TH STREET,SAN LEANDRO,94578,Yes,1/1/2020,12/31/2020,Alameda Health System,140000046,11/1/2020,3/1/2021,Open,Consolidated Facility,-,No,No,-122.14067,37.71364,District 18,District 9,District 13,6001433104,2h,-,05 - East Bay,Alameda,General Acute Care Hospital,City or County,General Medical / Surgical,54,0,0,9,0,0,0,0,28,91,0,0,0,0,0,91,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,No,19764,0,0,3294,0,0,0,0,10248,33306,0,0,0,0,0,33306,2466,-,-,134,-,-,-,-,665,3265,-,-,-,-,-,3265,-,-,-,74,-,-,-,-,-,8493,-,-,1896,-,-,-,-,9039,19428,-,-,-,-,-,19428,-,-,-,3.4,-,-,9.1,-,-,-,-,13.6,6,-,-,-,-,-,6,-,-,3.5,0,0,8,0,0,0,0,0,4,0,0,0,0,0,4,0,0,-,Basic,1727,2877,5350,3816,6609,20379,13,-,869,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basic,3,3,5,19,2312,2342,22721,615,540,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49719,41107,-,-,-,-,-,-,-,-,80.8,76.1,-,Respondent,Urban,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,No,-,-,-,50 - 99,City or County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22721,1730,2880,5355,3835,8921,0,0,0
106013626,106013626,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT CAMPUS,3100 SUMMIT STREET,OAKLAND,94609,Yes,1/1/2020,12/31/2020,Sutter Health,140000284,11/1/2020,10/31/2021,Open,Consolidated Facility,-,No,No,-122.2643,37.81994,District 18,District 9,District 13,6001401300,2m,-,05 - East Bay,Alameda,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,58,0,0,0,0,0,0,0,0,58,0,0,0,0,0,58,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,21228,0,0,0,0,0,0,0,0,21228,0,0,0,0,0,21228,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,-,-,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,0,0,-,-,0,7,0,7,Yes,0,0,0,-,0,0,-,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,-,0,0,0,0,-,-,-,-,Respondent,Urban,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,No,-,-,-,50 - 99,Non-Profit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106013687,106013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,3012 SUMMIT STREET,OAKLAND,94609,Yes,1/1/2020,12/31/2020,Sutter Bay Hospitals,140000232,11/1/2020,10/31/2021,Open,Parent Facility,-,No,No,-122.26451,37.81944,District 18,District 9,District 13,6001401300,2m,-,05 - East Bay,Alameda,Chemical Dep. Recovery Hospital,Non-Profit Corporation (including church-related),Chemical Dependency (Alcohol / Drug),0,0,0,0,0,0,0,0,0,-,24,0,0,0,0,24,0,0,0,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,No,0,0,0,0,0,0,0,0,0,-,8784,0,0,0,0,8784,0,0,0,0,0,0,0,0,0,-,374,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,4648,0,0,0,0,4648,0,0,0,-,-,-,-,-,-,-,-,-,-,12.4,-,-,-,-,12.4,-,-,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,15.3,0,0,-,-,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,-,-,-,Respondent,Urban,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,No,-,-,-,Jan-49,Non-Profit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106014034,106014034,FREMONT HOSPITAL,39001 SUNDALE DRIVE,FREMONT,94538,Yes,1/1/2020,12/31/2020,"Universal Health Services, Inc.",140000347,12/1/2020,11/30/2021,Open,Parent Facility,-,No,No,-121.97885,37.54652,District 25,District 10,District 17,6001441927,2j,-,05 - East Bay,Alameda,Acute Psychiatric Hospital,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,-,0,148,0,0,0,148,0,0,-,-,74,0,74,11,57,6,74,12,-,11,-,-,-,25,26,0,-,74,Yes,-,-,-,-,-,No,0,0,0,0,0,0,0,0,0,-,0,54168,0,0,0,54168,-,-,-,-,-,-,-,-,-,-,-,4871,-,-,-,4871,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41755,-,-,-,41755,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.6,-,-,-,8.6,-,-,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,7.7,0,0,-,-,0,0,0,0,0,0,-,-,-,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Respondent,Urban,Centerville/Fremont West/Irvington/Newark East Central,No,-,-,-,100 - 149,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106014050,106014050,STANFORD HEALTH CARE - VALLEYCARE,5555 WEST LAS POSITAS BLVD.,PLEASANTON,94588,Yes,1/1/2020,12/31/2020,Stanford Health Care,140000114,12/9/2020,1/5/2021,Open,Parent Facility,-,No,No,-121.88095,37.69206,District 16,District 7,District 15,6001450743,2k,-,05 - East Bay,Alameda,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,116,15,4,13,9,0,0,10,0,167,0,0,0,0,0,167,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,42456,5490,1464,4758,3294,0,0,3660,0,61122,0,0,0,0,0,61122,4676,721,298,213,186,0,0,143,0,6237,0,0,0,0,0,6237,0,0,1259,488,422,0,0,89,0,14120,2006,413,1551,1831,0,0,514,0,20435,0,0,0,0,0,20435,0,0,2127,3,2.8,1.4,2.2,3,-,-,2.2,-,3.3,-,-,-,-,-,3.3,-,-,3.7,3.1,1.9,3,2.9,0,0,3.4,0,4,0,0,0,0,0,4,0,0,-,Basic,707,2392,5580,6507,5862,21048,18,707,740,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basic,1,5,40,788,2673,3507,24555,2226,2662,0,0,9,9,-,1358,26,1,-,-,-,Cardiovascular Surgery Services,1,0,69,69,49,2,0,0,224,185,409,414,0,53,7,10,8,166,5,0,0,0,0,0,342,240,2,19,3,80,1349,262552,235886,0,1,1,0,0,96,75,171,117.9,88.6,-,Respondent,Urban,Dublin/Pleasanton/Santa Rita/Sunol,No,-,-,-,150 - 199,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24555,708,2397,5620,7295,8535,0,0,0
106014132,106014132,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PARKWAY,FREMONT,94538,Yes,1/1/2020,12/31/2020,-,140000053,12/1/2020,11/30/2021,Open,Parent Facility,-,No,No,-121.97483,37.55055,District 25,District 10,District 17,6001441925,2l,-,05 - East Bay,Alameda,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,72,0,0,10,0,0,0,0,0,82,0,18,0,0,0,100,0,0,-,0,1,-,1,0,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,Yes,Yes,26352,0,0,3660,0,0,0,0,0,30012,0,6588,0,0,0,36600,3748,0,8,154,-,-,-,-,-,3910,-,317,-,-,-,4227,-,-,-,602,-,-,-,-,-,12962,0,53,2147,-,-,-,-,-,15162,-,3726,-,-,-,18888,-,-,-,3.5,-,6.6,2.8,-,-,-,-,-,3.9,-,11.8,-,-,-,4.5,-,-,3.2,0,0,2.1,0,0,0,0,0,3.5,0,8,0,0,0,3.6,0,0,-,Basic,769,2975,4215,11377,7997,27333,16,0,276,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Basic,2,8,121,818,2469,3418,30751,709,3751,0,0,7,7,-,-,-,-,-,-,-,Cardiac Catheterization Only,0,0,0,-,0,1,0,0,2,97,99,63,-,-,-,-,-,50,-,-,-,-,-,-,23,8,-,6,-,-,150,86637,400398,0,0,-,0,0,0,63,63,122.2,106.7,-,Respondent,Urban,Fremont East/Niles/Union City Central,No,-,-,-,100 - 149,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30751,771,2983,4336,12195,10466,0,0,0
106014207,106014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,2633 EAST 27TH STREET,OAKLAND,94601,Yes,1/1/2020,12/31/2020,Telecare Corporation,M02016036,7/3/2019,7/2/2021,Open,Parent Facility,-,No,No,-122.22223,37.79063,District 18,District 9,District 13,6001406300,2c,-,05 - East Bay,Alameda,Psychiatric Health Facility,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,-,0,26,0,0,0,26,0,0,-,-,15,-,15,0,15,-,15,-,-,-,-,-,-,-,-,-,15,15,-,-,-,-,-,-,No,0,0,0,0,0,0,0,0,0,-,0,9516,0,0,0,9516,-,-,-,-,-,-,-,-,-,-,-,1279,-,-,-,1279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6957,-,-,-,6957,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.4,-,-,-,5.4,-,-,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,5.3,0,0,-,-,0,0,0,0,0,0,-,-,-,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Respondent,Urban,Oakland West Central,No,-,-,-,Jan-49,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106014226,106014226,TELECARE WILLOW ROCK CENTER,2050 FAIRMONT DRIVE,SAN LEANDRO,94578,Yes,1/1/2020,12/31/2020,Telecare Corporation,M02016039,7/3/2019,7/2/2021,Open,Parent Facility,-,No,No,-122.12149,37.71008,District 20,District 10,District 15,6001430500,2f,-,05 - East Bay,Alameda,Psychiatric Health Facility,Investor - Corporation,Psychiatric,0,0,0,0,0,0,0,0,0,-,0,16,0,0,0,16,0,0,-,-,7,-,7,7,-,-,7,-,-,-,-,3,-,-,-,-,4,7,-,-,-,-,-,-,No,0,0,0,0,0,0,0,0,0,-,0,5856,0,0,0,5856,-,-,-,-,-,-,-,-,-,-,-,185,-,-,-,185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1742,-,-,-,1742,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.4,-,-,-,9.4,-,-,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,7.7,0,0,-,-,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Respondent,Urban,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,No,-,-,-,Jan-49,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
